Charging Rate,Start Window,Result,SSE,SST
28.0,1.0,0.0,54.66666666666666,78.25
28.0,1.1,0.0,45.0,79.66666666666667
28.0,1.2,0.0,47.888888888888886,82.66666666666669
28.0,1.3,0.0,37.666666666666664,85.97222222222223
28.0,1.4,0.0,55.0,75.44444444444444
28.0,1.5,0.0,38.77777777777777,83.97222222222221
28.0,1.6,0.0,37.666666666666664,77.05555555555554
28.0,1.7000000000000002,0.0,33.44444444444444,82.97222222222224
28.0,1.8,0.0,26.222222222222225,84.08333333333334
28.0,1.9,0.0,22.888888888888893,86.55555555555557
28.0,2.0,0.0,10.666666666666668,92.52777777777779
28.0,2.1,0.0,10.88888888888889,92.72222222222224
28.0,2.2,0.0,6.0,96.72222222222221
28.0,2.3,0.0,3.8888888888888884,97.63888888888889
28.0,2.4000000000000004,0.0,5.0,96.63888888888889
28.0,2.5,0.0,1.0,99.0
28.0,2.6,0.0,3.666666666666666,97.22222222222223
28.0,2.7,0.0,0.0,100.0
28.0,2.8,0.0,0.0,100.0
28.0,2.9000000000000004,0.0,0.0,100.0
28.0,3.0,0.0,0.0,100.0
28.0,3.1,0.0,1.0,99.33333333333334
28.0,3.2,0.0,0.0,100.0
28.0,3.3000000000000003,0.0,0.0,100.0
28.0,3.4000000000000004,0.0,0.0,100.0
28.0,3.5,0.0,0.0,100.0
28.0,3.6,0.0,0.0,100.0
28.0,3.7,1.0,0.0,99.66666666666666
28.0,3.8000000000000003,1.0,0.0,99.44444444444443
28.0,3.9000000000000004,2.0,0.0,98.55555555555557
28.0,4.0,5.0,0.0,97.11111111111111
28.0,4.1,2.0,0.0,99.11111111111111
28.0,4.2,3.0,0.0,98.66666666666669
28.0,4.300000000000001,4.0,0.0,97.66666666666666
28.0,4.4,2.0,0.0,99.0
28.0,4.5,6.0,0.0,96.55555555555557
28.0,4.6,6.0,0.0,97.66666666666669
28.0,4.7,8.0,0.0,95.1111111111111
28.0,4.800000000000001,16.0,0.0,92.77777777777777
28.0,4.9,26.0,0.0,87.77777777777779
28.0,5.0,39.0,0.0,81.99999999999996
28.0,5.1000000000000005,30.0,0.0,85.44444444444443
28.0,5.2,33.0,0.0,83.1111111111111
28.0,5.3,44.0,0.0,79.00000000000001
28.0,5.4,37.0,0.0,82.0
28.0,5.5,56.0,0.0,72.33333333333331
28.0,5.6000000000000005,69.0,0.0,64.66666666666664
28.0,5.7,64.0,0.0,65.88888888888887
28.0,5.800000000000001,75.0,0.0,61.33333333333334
28.0,5.9,93.0,0.0,49.22222222222226
28.0,6.0,97.0,0.0,43.00000000000001
28.0,6.1000000000000005,95.0,0.0,49.00000000000001
28.0,6.2,99.0,0.0,41.99999999999997
28.0,6.300000000000001,100.0,0.0,42.555555555555536
28.0,6.4,100.0,0.0,42.2222222222222
28.0,6.5,100.0,0.0,38.33333333333333
28.0,6.6000000000000005,100.0,0.0,39.444444444444414
28.0,6.7,100.0,0.0,34.66666666666663
28.0,6.800000000000001,100.0,0.0,38.22222222222218
28.0,6.9,100.0,0.0,36.44444444444441
28.0,7.0,100.0,0.0,36.55555555555554
28.0,7.1000000000000005,100.0,0.0,34.22222222222219
28.0,7.2,100.0,0.0,34.22222222222219
28.0,7.300000000000001,100.0,0.0,34.3333333333333
28.0,7.4,100.0,0.0,32.5555555555555
28.0,7.5,100.0,0.0,32.66666666666663
28.0,7.6000000000000005,100.0,0.0,32.22222222222217
28.0,7.7,100.0,0.0,30.888888888888836
28.0,7.800000000000001,100.0,0.0,29.5555555555555
28.0,7.9,100.0,0.0,28.444444444444404
28.0,8.0,100.0,0.0,29.444444444444397
28.0,8.100000000000001,100.0,0.0,29.111111111111068
28.0,8.2,100.0,0.0,26.111111111111068
28.0,8.3,100.0,0.0,25.55555555555551
28.0,8.4,100.0,0.0,25.88888888888885
28.0,8.5,100.0,0.0,24.88888888888885
28.0,8.600000000000001,100.0,0.0,22.111111111111075
28.0,8.7,100.0,0.0,24.222222222222182
28.0,8.8,100.0,0.0,23.55555555555552
28.0,8.9,100.0,0.0,23.444444444444404
28.0,9.0,100.0,0.0,23.3333333333333
28.0,9.1,100,0,0
28.0,9.200000000000001,100,0,0
28.0,9.3,100,0,0
28.0,9.4,100,0,0
28.0,9.5,100,0,0
28.0,9.6,100,0,0
28.0,9.700000000000001,100,0,0
28.0,9.8,100,0,0
28.0,9.9,100,0,0
28.0,10.0,100,0,0
28.0,10.1,100,0,0
28.0,10.200000000000001,100,0,0
28.0,10.3,100,0,0
28.0,10.4,100,0,0
28.0,10.5,100,0,0
28.0,10.600000000000001,100,0,0
28.0,10.700000000000001,100,0,0
28.0,10.8,100,0,0
28.0,10.9,100,0,0
28.0,11.0,100,0,0
28.0,11.100000000000001,100,0,0
28.0,11.200000000000001,100,0,0
28.0,11.3,100,0,0
28.0,11.4,100,0,0
28.0,11.5,100,0,0
28.0,11.600000000000001,100,0,0
28.0,11.700000000000001,100,0,0
28.0,11.8,100,0,0
28.0,11.9,100,0,0
28.0,12.0,100,0,0
28.0,12.100000000000001,100,0,0
28.0,12.200000000000001,100,0,0
28.0,12.3,100,0,0
28.0,12.4,100,0,0
28.0,12.5,100,0,0
28.0,12.600000000000001,100,0,0
28.0,12.700000000000001,100,0,0
28.0,12.8,100,0,0
28.0,12.9,100,0,0
28.0,13.0,100,0,0
28.0,13.100000000000001,100,0,0
28.0,13.200000000000001,100,0,0
28.0,13.3,100,0,0
28.0,13.4,100,0,0
28.0,13.5,100,0,0
28.0,13.600000000000001,100,0,0
28.0,13.700000000000001,100,0,0
28.0,13.8,100,0,0
28.0,13.9,100,0,0
28.0,14.0,100,0,0
28.0,14.100000000000001,100,0,0
28.0,14.200000000000001,100,0,0
28.0,14.3,100,0,0
28.0,14.4,100,0,0
28.0,14.5,100,0,0
28.0,14.600000000000001,100,0,0
28.0,14.700000000000001,100,0,0
28.0,14.8,100,0,0
28.0,14.9,100,0,0
28.0,15.0,100,0,0
28.0,15.100000000000001,100,0,0
28.0,15.200000000000001,100,0,0
28.0,15.3,100,0,0
28.0,15.4,100,0,0
28.0,15.5,100,0,0
28.0,15.600000000000001,100,0,0
28.0,15.700000000000001,100,0,0
28.0,15.8,100,0,0
28.0,15.9,100,0,0
28.0,16.0,100,0,0
28.0,16.1,100,0,0
28.0,16.200000000000003,100,0,0
28.0,16.3,100,0,0
28.0,16.4,100,0,0
28.0,16.5,100,0,0
28.0,16.6,100,0,0
28.0,16.700000000000003,100,0,0
28.0,16.8,100,0,0
28.0,16.9,100,0,0
28.0,17.0,100,0,0
28.0,17.1,100,0,0
28.0,17.2,100,0,0
28.0,17.3,100,0,0
28.0,17.400000000000002,100,0,0
28.0,17.5,100,0,0
28.0,17.6,100,0,0
28.0,17.7,100,0,0
28.0,17.8,100,0,0
28.0,17.900000000000002,100,0,0
28.0,18.0,100,0,0
28.0,18.1,100,0,0
28.0,18.2,100,0,0
28.0,18.3,100,0,0
28.0,18.400000000000002,100,0,0
28.0,18.5,100,0,0
28.0,18.6,100,0,0
28.0,18.7,100,0,0
28.0,18.8,100,0,0
28.0,18.900000000000002,100,0,0
28.0,19.0,100,0,0
28.0,19.1,100,0,0
28.0,19.2,100,0,0
28.0,19.3,100,0,0
28.0,19.400000000000002,100,0,0
28.0,19.5,100,0,0
28.0,19.6,100,0,0
28.0,19.7,100,0,0
28.0,19.8,100,0,0
28.0,19.900000000000002,100,0,0
28.0,20.0,100,0,0
28.0,20.1,100,0,0
28.0,20.200000000000003,100,0,0
28.0,20.3,100,0,0
28.0,20.400000000000002,100,0,0
28.0,20.5,100,0,0
28.0,20.6,100,0,0
28.0,20.700000000000003,100,0,0
28.0,20.8,100,0,0
28.0,20.900000000000002,100,0,0
28.1,1.0,0.0,52.888888888888886,78.83333333333333
28.1,1.1,0.0,54.888888888888886,80.44444444444444
28.1,1.2,0.0,52.77777777777777,77.72222222222221
28.1,1.3,0.0,35.55555555555556,85.47222222222221
28.1,1.4,0.0,45.55555555555556,76.25000000000003
28.1,1.5,0.0,38.888888888888886,81.41666666666669
28.1,1.6,0.0,36.66666666666667,80.47222222222221
28.1,1.7000000000000002,0.0,34.888888888888886,78.99999999999999
28.1,1.8,0.0,25.0,85.55555555555557
28.1,1.9,0.0,16.666666666666668,89.36111111111113
28.1,2.0,0.0,19.88888888888889,88.16666666666669
28.1,2.1,0.0,18.0,87.3888888888889
28.1,2.2,0.0,5.666666666666666,96.08333333333331
28.1,2.3,0.0,3.0,98.11111111111111
28.1,2.4000000000000004,0.0,4.0,97.63888888888889
28.1,2.5,0.0,0.0,100.0
28.1,2.6,0.0,1.0,99.44444444444443
28.1,2.7,0.0,1.0,99.33333333333334
28.1,2.8,0.0,1.0,99.11111111111111
28.1,2.9000000000000004,0.0,1.0,99.75
28.1,3.0,0.0,1.0,99.44444444444443
28.1,3.1,0.0,0.0,100.0
28.1,3.2,0.0,0.0,100.0
28.1,3.3000000000000003,0.0,0.0,100.0
28.1,3.4000000000000004,0.0,0.0,100.0
28.1,3.5,0.0,0.0,100.0
28.1,3.6,1.0,0.0,99.44444444444443
28.1,3.7,2.0,0.0,98.88888888888889
28.1,3.8000000000000003,2.0,0.0,99.33333333333334
28.1,3.9000000000000004,2.0,0.0,99.0
28.1,4.0,4.0,0.0,98.55555555555554
28.1,4.1,6.0,0.0,97.44444444444443
28.1,4.2,1.0,0.0,99.66666666666666
28.1,4.300000000000001,2.0,0.0,98.66666666666669
28.1,4.4,3.0,0.0,98.44444444444443
28.1,4.5,5.0,0.0,98.33333333333331
28.1,4.6,5.0,0.0,97.66666666666669
28.1,4.7,13.0,0.0,94.44444444444443
28.1,4.800000000000001,15.0,0.0,92.66666666666666
28.1,4.9,30.0,0.0,84.22222222222221
28.1,5.0,40.0,0.0,81.55555555555556
28.1,5.1000000000000005,33.0,0.0,83.99999999999999
28.1,5.2,37.0,0.0,79.99999999999997
28.1,5.3,40.0,0.0,80.77777777777779
28.1,5.4,46.0,0.0,76.22222222222224
28.1,5.5,53.0,0.0,72.44444444444443
28.1,5.6000000000000005,71.0,0.0,63.11111111111109
28.1,5.7,80.0,0.0,57.66666666666666
28.1,5.800000000000001,83.0,0.0,52.66666666666668
28.1,5.9,94.0,0.0,51.33333333333332
28.1,6.0,97.0,0.0,46.55555555555557
28.1,6.1000000000000005,99.0,0.0,45.11111111111113
28.1,6.2,97.0,0.0,46.44444444444445
28.1,6.300000000000001,99.0,0.0,44.44444444444443
28.1,6.4,100.0,0.0,38.33333333333331
28.1,6.5,100.0,0.0,41.0
28.1,6.6000000000000005,100.0,0.0,38.99999999999997
28.1,6.7,100.0,0.0,37.111111111111086
28.1,6.800000000000001,100.0,0.0,37.33333333333329
28.1,6.9,100.0,0.0,35.88888888888885
28.1,7.0,100.0,0.0,35.666666666666636
28.1,7.1000000000000005,100.0,0.0,38.11111111111109
28.1,7.2,100.0,0.0,34.88888888888885
28.1,7.300000000000001,100.0,0.0,35.444444444444414
28.1,7.4,100.0,0.0,32.22222222222217
28.1,7.5,100.0,0.0,31.77777777777773
28.1,7.6000000000000005,100.0,0.0,32.22222222222218
28.1,7.7,100.0,0.0,30.22222222222217
28.1,7.800000000000001,100.0,0.0,32.77777777777772
28.1,7.9,100.0,0.0,30.55555555555551
28.1,8.0,100.0,0.0,31.444444444444407
28.1,8.100000000000001,100.0,0.0,29.222222222222168
28.1,8.2,100.0,0.0,27.44444444444441
28.1,8.3,100.0,0.0,25.999999999999957
28.1,8.4,100.0,0.0,27.33333333333329
28.1,8.5,100.0,0.0,25.444444444444407
28.1,8.600000000000001,100.0,0.0,25.777777777777736
28.1,8.7,100.0,0.0,23.222222222222186
28.1,8.8,100.0,0.0,23.888888888888854
28.1,8.9,100,0,0
28.1,9.0,100,0,0
28.1,9.1,100,0,0
28.1,9.200000000000001,100,0,0
28.1,9.3,100,0,0
28.1,9.4,100,0,0
28.1,9.5,100,0,0
28.1,9.6,100,0,0
28.1,9.700000000000001,100,0,0
28.1,9.8,100,0,0
28.1,9.9,100,0,0
28.1,10.0,100,0,0
28.1,10.1,100,0,0
28.1,10.200000000000001,100,0,0
28.1,10.3,100,0,0
28.1,10.4,100,0,0
28.1,10.5,100,0,0
28.1,10.600000000000001,100,0,0
28.1,10.700000000000001,100,0,0
28.1,10.8,100,0,0
28.1,10.9,100,0,0
28.1,11.0,100,0,0
28.1,11.100000000000001,100,0,0
28.1,11.200000000000001,100,0,0
28.1,11.3,100,0,0
28.1,11.4,100,0,0
28.1,11.5,100,0,0
28.1,11.600000000000001,100,0,0
28.1,11.700000000000001,100,0,0
28.1,11.8,100,0,0
28.1,11.9,100,0,0
28.1,12.0,100,0,0
28.1,12.100000000000001,100,0,0
