x,exe
5.800000000000004,14.6
5.900000000000004,14.1
6.000000000000004,13.6
6.100000000000005,13.4
6.200000000000005,13.2
6.300000000000004,13.0
6.400000000000005,12.9
6.500000000000005,12.7
6.600000000000005,12.6
6.700000000000005,12.4
6.800000000000005,12.4
6.900000000000006,12.2
7.000000000000005,12.1
7.100000000000005,11.9
7.2000000000000055,11.9
7.300000000000006,11.8
7.400000000000006,11.7
7.500000000000005,11.5
7.600000000000006,11.5
7.700000000000006,11.4
7.800000000000006,11.3
7.900000000000006,11.1
8.000000000000007,11.1
8.100000000000007,10.9
8.200000000000006,10.8
8.300000000000006,10.8
8.400000000000006,10.7
8.500000000000007,10.6
8.600000000000007,10.6
8.700000000000006,10.4
8.800000000000008,10.3
8.900000000000007,10.3
9.000000000000007,10.2
9.100000000000007,10.1
9.200000000000006,10.1
9.300000000000008,10.0
9.400000000000007,9.9
9.500000000000007,9.8
9.600000000000009,9.8
9.700000000000008,9.6
9.800000000000008,9.6
9.900000000000007,9.5
10.000000000000007,9.5
10.100000000000009,9.4
10.200000000000008,9.4
10.300000000000008,9.2
10.40000000000001,9.2
10.500000000000009,9.1
10.600000000000009,9.1
10.700000000000008,9.0
10.800000000000008,9.0
10.90000000000001,8.9
11.000000000000009,8.9
11.100000000000009,8.8
11.20000000000001,8.7
11.30000000000001,8.6
11.40000000000001,8.6
11.500000000000009,8.5
11.600000000000009,8.4
11.70000000000001,8.5
11.80000000000001,8.4
11.90000000000001,8.3
12.00000000000001,8.3
12.10000000000001,8.2
12.20000000000001,8.2
12.30000000000001,8.1
12.40000000000001,8.1
12.50000000000001,8.0
12.60000000000001,8.0
12.70000000000001,7.9
12.800000000000011,7.9
12.900000000000011,7.8
13.00000000000001,7.8
13.10000000000001,7.8
13.20000000000001,7.7
13.300000000000011,7.7
13.400000000000011,7.6
13.50000000000001,7.6
13.600000000000012,7.5
13.700000000000012,7.5
13.800000000000011,7.4
13.900000000000011,7.4
14.00000000000001,7.3
14.100000000000012,7.3
14.200000000000012,7.3
14.300000000000011,7.3
14.400000000000013,7.2
14.500000000000012,7.2
14.600000000000012,7.1
14.700000000000012,7.1
14.800000000000011,7.1
14.900000000000013,7.0
15.000000000000012,7.0
15.100000000000012,6.9
15.200000000000014,6.9
15.300000000000013,6.9
15.400000000000013,6.9
15.500000000000012,6.8
15.600000000000012,6.7
15.700000000000014,6.7
15.800000000000013,6.7
15.900000000000013,6.7
16.000000000000014,6.6
16.100000000000016,6.6
16.200000000000014,6.6
16.30000000000001,6.5
16.400000000000013,6.5
16.500000000000014,6.5
16.600000000000016,6.5
16.700000000000014,6.4
16.800000000000015,6.4
16.900000000000013,6.4
17.000000000000014,6.3
17.100000000000016,6.3
17.200000000000014,6.3
17.300000000000015,6.2
17.400000000000013,6.2
17.500000000000014,6.2
17.600000000000016,6.2
17.700000000000014,6.1
17.800000000000015,6.1
17.900000000000016,6.1
18.000000000000014,6.0
18.100000000000016,6.0
18.200000000000017,6.0
18.300000000000015,6.0
18.400000000000016,5.9
18.500000000000014,5.9
18.600000000000016,5.9
18.700000000000017,5.9
18.800000000000015,5.8
18.900000000000016,5.8
19.000000000000014,5.8
19.100000000000016,5.8
19.200000000000017,5.7
19.300000000000015,5.7
19.400000000000016,5.7
19.500000000000018,5.7
19.600000000000016,5.6
19.700000000000017,5.6
19.80000000000002,5.6
19.900000000000016,5.6
20.000000000000018,5.6
20.100000000000016,5.5
20.200000000000017,5.5
20.30000000000002,5.5
20.400000000000016,5.5
20.500000000000018,5.4
20.600000000000016,5.4
20.700000000000017,5.4
20.80000000000002,5.4
20.900000000000016,5.4
