x,y_faxe
6.200000000000005,13.7
6.300000000000004,12.5
6.400000000000005,12.1
6.500000000000005,12.1
6.600000000000005,11.8
6.700000000000005,11.5
6.800000000000005,11.5
6.900000000000006,11.3
7.000000000000005,11.2
7.100000000000005,11.0
7.2000000000000055,11.1
7.300000000000006,10.9
7.400000000000006,10.9
7.500000000000005,10.7
7.600000000000006,10.6
7.700000000000006,10.5
7.800000000000006,10.3
7.900000000000006,10.3
8.000000000000007,10.2
8.100000000000007,10.1
8.200000000000006,10.0
8.300000000000006,10.0
8.400000000000006,9.7
8.500000000000007,9.8
8.600000000000007,9.7
8.700000000000006,9.6
8.800000000000008,9.5
8.900000000000007,9.5
9.000000000000007,9.3
9.100000000000007,9.2
9.200000000000006,9.3
9.300000000000008,9.1
9.400000000000007,9.1
9.500000000000007,9.0
9.600000000000009,9.0
9.700000000000008,8.9
9.800000000000008,8.8
9.900000000000007,8.8
10.000000000000007,8.7
10.100000000000009,8.6
10.200000000000008,8.5
10.300000000000008,8.4
10.40000000000001,8.4
10.500000000000009,8.3
10.600000000000009,8.3
10.700000000000008,8.2
10.800000000000008,8.2
10.90000000000001,8.1
11.000000000000009,8.0
11.100000000000009,8.0
11.20000000000001,8.0
11.30000000000001,7.9
11.40000000000001,7.8
11.500000000000009,7.8
11.600000000000009,7.8
11.70000000000001,7.7
11.80000000000001,7.6
11.90000000000001,7.6
12.00000000000001,7.6
12.10000000000001,7.6
12.20000000000001,7.4
12.30000000000001,7.4
12.40000000000001,7.3
12.50000000000001,7.3
12.60000000000001,7.3
12.70000000000001,7.2
12.800000000000011,7.2
12.900000000000011,7.1
13.00000000000001,7.1
13.10000000000001,7.0
13.20000000000001,7.0
13.300000000000011,6.9
13.400000000000011,6.9
13.50000000000001,6.8
13.600000000000012,6.8
13.700000000000012,6.8
13.800000000000011,6.8
13.900000000000011,6.7
14.00000000000001,6.7
14.100000000000012,6.7
14.200000000000012,6.6
14.300000000000011,6.6
14.400000000000013,6.6
14.500000000000012,6.5
14.600000000000012,6.5
14.700000000000012,6.4
14.800000000000011,6.4
14.900000000000013,6.4
15.000000000000012,6.3
15.100000000000012,6.3
15.200000000000014,6.3
15.300000000000013,6.2
15.400000000000013,6.2
15.500000000000012,6.2
15.600000000000012,6.1
15.700000000000014,6.1
15.800000000000013,6.1
15.900000000000013,6.1
16.000000000000014,6.1
16.100000000000016,6.0
16.200000000000014,6.0
16.30000000000001,5.9
16.400000000000013,5.9
16.500000000000014,5.8
16.600000000000016,5.8
16.700000000000014,5.8
16.800000000000015,5.8
16.900000000000013,5.8
17.000000000000014,5.7
17.100000000000016,5.7
17.200000000000014,5.7
17.300000000000015,5.7
17.400000000000013,5.6
17.500000000000014,5.6
17.600000000000016,5.6
17.700000000000014,5.5
17.800000000000015,5.5
17.900000000000016,5.5
18.000000000000014,5.4
18.100000000000016,5.4
18.200000000000017,5.4
18.300000000000015,5.4
18.400000000000016,5.4
18.500000000000014,5.3
18.600000000000016,5.3
18.700000000000017,5.3
18.800000000000015,5.3
18.900000000000016,5.3
19.000000000000014,5.2
19.100000000000016,5.2
19.200000000000017,5.2
19.300000000000015,5.2
19.400000000000016,5.1
19.500000000000018,5.1
19.600000000000016,5.1
19.700000000000017,5.1
19.80000000000002,5.1
19.900000000000016,5.0
20.000000000000018,5.0
20.100000000000016,5.0
20.200000000000017,5.0
20.30000000000002,5.0
20.400000000000016,4.9
20.500000000000018,4.9
20.600000000000016,4.9
20.700000000000017,4.9
20.80000000000002,4.9
20.900000000000016,4.8
