y_faxe,x
20.700000000000003,4.9
20.1,5.0
19.7,5.1000000000000005
19.2,5.2
18.8,5.300000000000001
18.400000000000002,5.4
18.1,5.5
17.6,5.6000000000000005
17.3,5.7
16.9,5.800000000000001
16.6,5.9
16.200000000000003,6.0
15.9,6.1000000000000005
15.600000000000001,6.2
15.3,6.300000000000001
15.100000000000001,6.4
14.8,6.5
14.4,6.6000000000000005
14.200000000000001,6.7
13.8,6.800000000000001
13.700000000000001,6.9
13.3,7.0
13.200000000000001,7.1000000000000005
13.0,7.2
12.8,7.300000000000001
12.5,7.4
12.200000000000001,7.5
12.100000000000001,7.6000000000000005
11.9,7.7
11.8,7.800000000000001
11.5,7.9
11.200000000000001,8.0
11.100000000000001,8.1
10.9,8.200000000000001
10.9,8.3
10.600000000000001,8.4
10.5,8.5
10.4,8.6
10.1,8.700000000000001
10.0,8.8
9.8,8.9
9.700000000000001,9.0
9.5,9.1
9.5,9.200000000000001
9.4,9.3
9.200000000000001,9.4
9.1,9.5
8.9,9.600000000000001
8.7,9.700000000000001
8.7,9.8
8.600000000000001,9.9
8.5,10.0
8.3,10.100000000000001
8.2,10.200000000000001
8.2,10.3
8.0,10.4
8.0,10.5
7.9,10.600000000000001
7.7,10.700000000000001
7.6000000000000005,10.8
7.5,10.9
7.4,11.0
7.4,11.100000000000001
7.300000000000001,11.200000000000001
7.2,11.3
7.1000000000000005,11.4
7.0,11.5
7.0,11.600000000000001
7.0,11.700000000000001
6.9,11.8
6.800000000000001,11.9
6.800000000000001,12.0
6.7,12.100000000000001
6.7,12.200000000000001
6.7,12.3
6.6000000000000005,12.4
6.6000000000000005,12.5
6.5,12.600000000000001
6.6000000000000005,12.700000000000001
6.5,12.8
6.4,12.9
6.5,13.0
6.4,13.100000000000001
6.6000000000000005,13.200000000000001
6.5,13.3
6.5,13.4
6.5,13.5
6.4,13.600000000000001
6.4,13.700000000000001
6.5,13.8
6.5,13.9
6.4,14.0
6.5,14.100000000000001
6.4,14.200000000000001
6.5,14.3
6.4,14.4
6.6000000000000005,14.5
6.4,14.600000000000001
6.4,14.700000000000001
6.5,14.8
6.5,14.9
6.5,15.0
6.4,15.100000000000001
6.4,15.200000000000001
6.5,15.3
6.5,15.4
6.4,15.5
6.4,15.600000000000001
6.4,15.700000000000001
6.6000000000000005,15.8
6.5,15.9
6.4,16.0
6.4,16.1
6.5,16.2
6.300000000000001,16.3
6.5,16.400000000000002
6.4,16.5
6.5,16.6
6.5,16.7
6.4,16.8
6.5,16.900000000000002
6.5,17.0
6.5,17.1
6.4,17.2
6.4,17.3
6.5,17.400000000000002
6.5,17.5
6.300000000000001,17.6
6.5,17.7
6.5,17.8
6.4,17.900000000000002
6.5,18.0
6.5,18.1
6.5,18.2
6.5,18.3
6.5,18.400000000000002
6.5,18.5
6.5,18.6
6.4,18.7
6.5,18.8
6.5,18.900000000000002
6.5,19.0
6.5,19.1
6.4,19.200000000000003
6.5,19.3
6.6000000000000005,19.400000000000002
6.5,19.5
6.4,19.6
6.4,19.700000000000003
6.5,19.8
6.4,19.900000000000002
