y_exe,x
21.0,5.4
20.5,5.5
20.1,5.6000000000000005
19.7,5.7
19.400000000000002,5.800000000000001
18.900000000000002,5.9
18.6,6.0
18.2,6.1000000000000005
17.900000000000002,6.2
17.6,6.300000000000001
17.1,6.4
16.9,6.5
16.6,6.6000000000000005
16.200000000000003,6.7
15.9,6.800000000000001
15.600000000000001,6.9
15.4,7.0
15.200000000000001,7.1000000000000005
14.9,7.2
14.600000000000001,7.300000000000001
14.4,7.4
14.100000000000001,7.5
13.9,7.6000000000000005
13.700000000000001,7.7
13.4,7.800000000000001
13.3,7.9
13.100000000000001,8.0
12.9,8.1
12.700000000000001,8.200000000000001
12.4,8.3
12.3,8.4
12.200000000000001,8.5
12.0,8.6
11.700000000000001,8.700000000000001
11.600000000000001,8.8
11.4,8.9
11.200000000000001,9.0
11.100000000000001,9.1
10.8,9.200000000000001
10.8,9.3
10.600000000000001,9.4
10.5,9.5
10.4,9.600000000000001
10.1,9.700000000000001
9.9,9.8
9.9,9.9
9.9,10.0
9.6,10.100000000000001
9.5,10.200000000000001
9.5,10.3
9.3,10.4
9.200000000000001,10.5
9.0,10.600000000000001
8.9,10.700000000000001
8.9,10.8
8.8,10.9
8.600000000000001,11.0
8.5,11.100000000000001
8.3,11.200000000000001
8.3,11.3
8.2,11.4
8.100000000000001,11.5
7.9,11.600000000000001
8.0,11.700000000000001
7.9,11.8
7.7,11.9
7.6000000000000005,12.0
7.5,12.100000000000001
7.5,12.200000000000001
7.5,12.3
7.4,12.4
7.300000000000001,12.5
7.1000000000000005,12.600000000000001
7.2,12.700000000000001
7.0,12.8
6.9,12.9
6.9,13.0
6.800000000000001,13.100000000000001
6.6000000000000005,13.200000000000001
6.7,13.3
6.5,13.4
6.5,13.5
6.5,13.600000000000001
6.300000000000001,13.700000000000001
6.300000000000001,13.8
6.4,13.9
6.300000000000001,14.0
6.2,14.100000000000001
6.300000000000001,14.200000000000001
6.2,14.3
6.2,14.4
6.1000000000000005,14.5
6.2,14.600000000000001
6.2,14.700000000000001
6.1000000000000005,14.8
6.1000000000000005,14.9
6.1000000000000005,15.0
6.1000000000000005,15.100000000000001
6.1000000000000005,15.200000000000001
6.2,15.3
6.1000000000000005,15.4
6.1000000000000005,15.5
6.0,15.600000000000001
6.1000000000000005,15.700000000000001
6.1000000000000005,15.8
6.0,15.9
6.1000000000000005,16.0
6.1000000000000005,16.1
6.0,16.2
6.1000000000000005,16.3
6.1000000000000005,16.400000000000002
6.1000000000000005,16.5
6.1000000000000005,16.6
6.1000000000000005,16.7
6.1000000000000005,16.8
6.1000000000000005,16.900000000000002
6.1000000000000005,17.0
6.1000000000000005,17.1
6.0,17.2
6.1000000000000005,17.3
6.1000000000000005,17.400000000000002
6.0,17.5
6.1000000000000005,17.6
6.1000000000000005,17.7
6.0,17.8
6.1000000000000005,17.900000000000002
6.1000000000000005,18.0
6.1000000000000005,18.1
6.1000000000000005,18.2
6.1000000000000005,18.3
6.1000000000000005,18.400000000000002
6.1000000000000005,18.5
6.1000000000000005,18.6
6.0,18.7
6.1000000000000005,18.8
6.0,18.900000000000002
6.1000000000000005,19.0
6.1000000000000005,19.1
6.0,19.200000000000003
6.0,19.3
6.0,19.400000000000002
6.1000000000000005,19.5
6.1000000000000005,19.6
6.0,19.700000000000003
6.1000000000000005,19.8
6.1000000000000005,19.900000000000002
