y_exe,x
20.8,5.7
20.400000000000002,5.800000000000001
19.900000000000002,5.9
19.6,6.0
19.2,6.1000000000000005
18.8,6.2
18.5,6.300000000000001
17.900000000000002,6.4
17.6,6.5
17.6,6.6000000000000005
17.2,6.7
17.0,6.800000000000001
16.8,6.9
16.3,7.0
16.4,7.1000000000000005
15.9,7.2
15.8,7.300000000000001
15.600000000000001,7.4
15.4,7.5
14.8,7.6000000000000005
14.700000000000001,7.7
14.600000000000001,7.800000000000001
14.3,7.9
13.8,8.0
14.0,8.1
13.5,8.200000000000001
13.700000000000001,8.3
12.9,8.4
12.8,8.5
12.8,8.6
12.700000000000001,8.700000000000001
12.3,8.8
12.5,8.9
11.8,9.0
12.200000000000001,9.1
12.0,9.200000000000001
11.600000000000001,9.3
11.3,9.4
11.5,9.5
11.4,9.600000000000001
11.200000000000001,9.700000000000001
11.4,9.8
11.0,9.9
10.700000000000001,10.0
10.600000000000001,10.100000000000001
10.5,10.200000000000001
10.3,10.3
10.200000000000001,10.4
10.200000000000001,10.5
10.200000000000001,10.600000000000001
9.8,10.700000000000001
9.700000000000001,10.8
9.6,10.9
9.3,11.0
9.3,11.100000000000001
9.4,11.200000000000001
8.9,11.3
9.4,11.4
9.200000000000001,11.5
8.9,11.600000000000001
8.600000000000001,11.700000000000001
8.7,11.8
8.600000000000001,11.9
8.600000000000001,12.0
8.5,12.100000000000001
8.4,12.200000000000001
8.4,12.3
8.0,12.4
8.0,12.5
8.100000000000001,12.600000000000001
8.100000000000001,12.700000000000001
8.0,12.8
7.6000000000000005,12.9
7.9,13.0
7.800000000000001,13.100000000000001
7.800000000000001,13.200000000000001
7.4,13.3
7.4,13.4
7.5,13.5
7.2,13.600000000000001
7.0,13.700000000000001
7.0,13.8
7.1000000000000005,13.9
7.0,14.0
6.6000000000000005,14.100000000000001
7.2,14.200000000000001
7.1000000000000005,14.3
6.800000000000001,14.4
6.6000000000000005,14.5
6.800000000000001,14.600000000000001
6.7,14.700000000000001
6.7,14.8
6.6000000000000005,14.9
6.7,15.0
6.6000000000000005,15.100000000000001
6.5,15.200000000000001
6.5,15.3
6.7,15.4
6.6000000000000005,15.5
6.6000000000000005,15.600000000000001
6.6000000000000005,15.700000000000001
6.7,15.8
6.6000000000000005,15.9
6.5,16.0
6.6000000000000005,16.1
6.5,16.2
6.4,16.3
6.6000000000000005,16.400000000000002
6.5,16.5
6.5,16.6
6.6000000000000005,16.7
6.6000000000000005,16.8
6.6000000000000005,16.900000000000002
6.5,17.0
6.6000000000000005,17.1
6.6000000000000005,17.2
6.5,17.3
6.5,17.400000000000002
6.300000000000001,17.5
6.6000000000000005,17.6
6.5,17.7
6.6000000000000005,17.8
6.4,17.900000000000002
6.5,18.0
6.6000000000000005,18.1
6.4,18.2
6.6000000000000005,18.3
6.4,18.400000000000002
6.5,18.5
6.6000000000000005,18.6
6.7,18.7
6.6000000000000005,18.8
6.800000000000001,18.900000000000002
6.4,19.0
6.6000000000000005,19.1
6.5,19.200000000000003
6.5,19.3
6.6000000000000005,19.400000000000002
6.6000000000000005,19.5
6.5,19.6
6.6000000000000005,19.700000000000003
6.5,19.8
6.5,19.900000000000002
