y_faxe,x
20.900000000000002,4.800000000000001
20.400000000000002,4.9
19.900000000000002,5.0
19.400000000000002,5.1000000000000005
19.0,5.2
18.5,5.300000000000001
18.0,5.4
17.7,5.5
17.400000000000002,5.6000000000000005
17.0,5.7
16.5,5.800000000000001
16.3,5.9
16.1,6.0
15.600000000000001,6.1000000000000005
15.3,6.2
15.0,6.300000000000001
14.700000000000001,6.4
14.5,6.5
14.200000000000001,6.6000000000000005
13.9,6.7
13.5,6.800000000000001
13.3,6.9
13.100000000000001,7.0
12.9,7.1000000000000005
12.700000000000001,7.2
12.4,7.300000000000001
12.200000000000001,7.4
12.200000000000001,7.5
11.8,7.6000000000000005
11.700000000000001,7.7
11.4,7.800000000000001
11.3,7.9
11.0,8.0
10.9,8.1
10.700000000000001,8.200000000000001
10.5,8.3
10.3,8.4
10.200000000000001,8.5
10.1,8.6
10.0,8.700000000000001
9.8,8.8
9.700000000000001,8.9
9.5,9.0
9.3,9.1
9.1,9.200000000000001
9.0,9.3
9.0,9.4
8.8,9.5
8.7,9.600000000000001
8.4,9.700000000000001
8.4,9.8
8.4,9.9
8.2,10.0
8.100000000000001,10.100000000000001
8.0,10.200000000000001
7.800000000000001,10.3
7.800000000000001,10.4
7.7,10.5
7.6000000000000005,10.600000000000001
7.5,10.700000000000001
7.5,10.8
7.300000000000001,10.9
7.1000000000000005,11.0
7.1000000000000005,11.100000000000001
7.0,11.200000000000001
6.9,11.3
6.9,11.4
6.7,11.5
6.7,11.600000000000001
6.7,11.700000000000001
6.6000000000000005,11.8
6.6000000000000005,11.9
6.6000000000000005,12.0
6.4,12.100000000000001
6.5,12.200000000000001
6.5,12.3
6.4,12.4
6.300000000000001,12.5
6.4,12.600000000000001
6.300000000000001,12.700000000000001
6.4,12.8
6.300000000000001,12.9
6.300000000000001,13.0
6.4,13.100000000000001
6.300000000000001,13.200000000000001
6.300000000000001,13.3
6.300000000000001,13.4
6.300000000000001,13.5
6.300000000000001,13.600000000000001
6.2,13.700000000000001
6.300000000000001,13.8
6.2,13.9
6.300000000000001,14.0
6.300000000000001,14.100000000000001
6.300000000000001,14.200000000000001
6.2,14.3
6.300000000000001,14.4
6.2,14.5
6.2,14.600000000000001
6.300000000000001,14.700000000000001
6.300000000000001,14.8
6.300000000000001,14.9
6.300000000000001,15.0
6.2,15.100000000000001
6.2,15.200000000000001
6.2,15.3
6.2,15.4
6.300000000000001,15.5
6.300000000000001,15.600000000000001
6.300000000000001,15.700000000000001
6.2,15.8
6.2,15.9
6.300000000000001,16.0
6.300000000000001,16.1
6.2,16.2
6.2,16.3
6.300000000000001,16.400000000000002
6.300000000000001,16.5
6.300000000000001,16.6
6.2,16.7
6.2,16.8
6.2,16.900000000000002
6.2,17.0
6.2,17.1
6.2,17.2
6.2,17.3
6.300000000000001,17.400000000000002
6.300000000000001,17.5
6.300000000000001,17.6
6.300000000000001,17.7
6.300000000000001,17.8
6.2,17.900000000000002
6.2,18.0
6.300000000000001,18.1
6.2,18.2
6.2,18.3
6.2,18.400000000000002
6.300000000000001,18.5
6.2,18.6
6.2,18.7
6.2,18.8
6.300000000000001,18.900000000000002
6.300000000000001,19.0
6.300000000000001,19.1
6.300000000000001,19.200000000000003
6.2,19.3
6.2,19.400000000000002
6.2,19.5
6.300000000000001,19.6
6.2,19.700000000000003
6.2,19.8
6.2,19.900000000000002
