y_faxe,x
20.5,5.1000000000000005
20.1,5.2
19.900000000000002,5.300000000000001
19.400000000000002,5.4
19.1,5.5
18.6,5.6000000000000005
18.2,5.7
17.900000000000002,5.800000000000001
17.7,5.9
16.8,6.0
16.8,6.1000000000000005
16.700000000000003,6.2
16.0,6.300000000000001
16.0,6.4
15.600000000000001,6.5
15.5,6.6000000000000005
15.0,6.7
14.600000000000001,6.800000000000001
14.600000000000001,6.9
14.200000000000001,7.0
14.0,7.1000000000000005
14.100000000000001,7.2
13.600000000000001,7.300000000000001
13.600000000000001,7.4
13.4,7.5
13.200000000000001,7.6000000000000005
13.0,7.7
12.600000000000001,7.800000000000001
12.200000000000001,7.9
12.200000000000001,8.0
12.0,8.1
12.200000000000001,8.200000000000001
11.5,8.3
11.700000000000001,8.4
11.5,8.5
11.0,8.6
11.100000000000001,8.700000000000001
10.8,8.8
10.600000000000001,8.9
10.8,9.0
10.4,9.1
10.5,9.200000000000001
10.0,9.3
10.0,9.4
9.8,9.5
9.9,9.600000000000001
9.4,9.700000000000001
9.5,9.8
9.4,9.9
9.3,10.0
9.1,10.100000000000001
9.1,10.200000000000001
8.8,10.3
8.8,10.4
8.7,10.5
8.9,10.600000000000001
8.600000000000001,10.700000000000001
8.4,10.8
8.2,10.9
8.3,11.0
8.0,11.100000000000001
8.3,11.200000000000001
7.9,11.3
8.0,11.4
7.800000000000001,11.5
7.6000000000000005,11.600000000000001
7.800000000000001,11.700000000000001
7.6000000000000005,11.8
7.6000000000000005,11.9
7.7,12.0
7.5,12.100000000000001
7.4,12.200000000000001
7.5,12.3
7.300000000000001,12.4
7.6000000000000005,12.5
7.300000000000001,12.600000000000001
7.6000000000000005,12.700000000000001
7.4,12.8
7.4,12.9
7.300000000000001,13.0
7.5,13.100000000000001
7.2,13.200000000000001
7.5,13.3
7.5,13.4
7.4,13.5
7.4,13.600000000000001
7.2,13.700000000000001
7.5,13.8
7.2,13.9
7.300000000000001,14.0
7.4,14.100000000000001
7.1000000000000005,14.200000000000001
7.300000000000001,14.3
7.2,14.4
7.2,14.5
7.5,14.600000000000001
7.6000000000000005,14.700000000000001
7.5,14.8
7.300000000000001,14.9
7.5,15.0
7.300000000000001,15.100000000000001
7.2,15.200000000000001
7.5,15.3
7.4,15.4
7.4,15.5
7.300000000000001,15.600000000000001
7.2,15.700000000000001
7.300000000000001,15.8
7.4,15.9
7.300000000000001,16.0
7.5,16.1
7.2,16.2
7.4,16.3
7.4,16.400000000000002
7.1000000000000005,16.5
7.2,16.6
7.2,16.7
7.0,16.8
7.2,16.900000000000002
7.4,17.0
7.300000000000001,17.1
7.300000000000001,17.2
7.1000000000000005,17.3
7.2,17.400000000000002
7.4,17.5
7.0,17.6
7.1000000000000005,17.7
7.6000000000000005,17.8
7.300000000000001,17.900000000000002
7.4,18.0
7.6000000000000005,18.1
7.2,18.2
7.300000000000001,18.3
7.5,18.400000000000002
7.4,18.5
7.2,18.6
7.2,18.7
7.4,18.8
7.0,18.900000000000002
7.300000000000001,19.0
7.2,19.1
7.4,19.200000000000003
7.4,19.3
7.4,19.400000000000002
7.5,19.5
7.5,19.6
7.6000000000000005,19.700000000000003
7.5,19.8
7.1000000000000005,19.900000000000002
