charging_rate,suucess_rate
6.0,0
6.1,0
6.2,0
6.3,0
6.4,0
6.5,0
6.6,0
6.7,0
6.8,0
6.9,0
7.0,0
7.1,0
7.2,0
7.3,0
7.4,0
7.5,0
7.6,0
7.7,0
7.8,0
7.9,20.0
8.0,46.0
8.1,63.6
8.2,75.6
8.3,86.6
8.4,89.6
8.5,92.2
8.6,98.8
8.7,98.2
8.8,98.2
8.9,99.6
9.0,99.8
9.1,99.8
9.2,100.0
9.3,100
9.4,100
9.5,100
9.6,100
9.7,100
9.8,100
9.9,100
