Charge,Start,Result,SSE_FAIL,SST_FAIL
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.666666666666666574e-01
2.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,3.333333333333333148e-01
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,6.666666666666666297e-01
3.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.166666666666666519e+00
4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.000000000000000000e-01
4.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.166666666666666519e+00
5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.333333333333333259e+00
5.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.666666666666666741e+00
6.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.500000000000000000e+00
6.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.500000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,2.333333333333333037e+00
7.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,2.666666666666666075e+00
8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,3.333333333333332149e+00
8.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,3.666666666666666075e+00
9.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,3.499999999999998668e+00
9.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,4.166666666666666075e+00
1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.983333333333333215e+01,2.999999999999999556e+00
1.050000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,3.916666666666666963e+00
1.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,4.750000000000000000e+00
1.150000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.983333333333333570e+01,4.416666666666666963e+00
1.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.983333333333333570e+01,3.916666666666666519e+00
1.250000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.983333333333333215e+01,5.000000000000000000e+00
1.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.983333333333333215e+01,5.166666666666666963e+00
1.350000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.583333333333333925e+00
1.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.999999999999999112e+00
1.450000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,6.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.250000000000000000e+00
1.550000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,4.416666666666666075e+00
1.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.866666666666666785e+01,6.500000000000000000e+00
1.650000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+01,5.916666666666666075e+00
1.700000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+01,7.833333333333333925e+00
1.750000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.916666666666666075e+00
1.800000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.866666666666666785e+01,7.083333333333333037e+00
1.850000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.875000000000000000e+01,7.583333333333333037e+00
1.900000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.775000000000000000e+01,8.333333333333332149e+00
1.950000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+01,8.666666666666666075e+00
2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,7.916666666666666963e+00
2.050000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,8.083333333333332149e+00
2.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,1.033333333333333393e+01
2.150000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,9.416666666666666075e+00
2.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,1.116666666666666607e+01
